Camel Project ID,Type,Assignee,Reporter,Affected Versions,Fix Versions,Created Date,Created Epoch,Updated Date,Resolution Date,Description,Comments
21741,Bug,Unassigned,Thomas Diesler,None,4.11.0,2025-02-14T09:37:31+0000,1739525851,2025-02-18T08:16:53+0000,2025-02-18T08:16:53+0000,"With a simple route like this ...
I get ...
even though camel-platform-http-vertx is on the classpath.
After a little digging, I found that the MainHttpServer must be started explicitly or be registered with the CamelContext to get started implicitly.
I wonder whether this is intentional and why it cannot be done by the camel-plattform-http component internally? Related is perhaps this section in the docs
The HTTP server for camel-main is disabled by default, and you need to explicitly enable this by setting camel.server.enabled=true in application.properties.",No comments found
21740,Bug,Claus Ibsen,jubar,4.4.3,"4.8.4,4.10.1,4.11.0",2025-02-14T07:55:03+0000,1739519703,2025-02-26T10:14:22+0000,2025-02-25T08:44:02+0000,"If there are no new Change Data Capture events for more than 3 days the cached replayId in the PubSubApiClient becomes invalid. (Salesforce Docs)
It seems like the next event/reconnect then causes the client to try to resubscribe indefinitely with this invalid replay id.
I use v4.4.3 but the PubSubApiClient hasn't been changed since then.
Log snippet:",No comments found
21739,Bug,Benjamin Graf,Benjamin Graf,4.10.0,"4.10.1,4.11.0",2025-02-13T20:30:12+0000,1739478612,2025-02-14T19:45:37+0000,2025-02-14T19:45:37+0000,FileConsumer.getRelativeFilePath always returns file path with filename. SftpConsumer and FtpConsumer only returns file path. This causes that files on servers are filtered by mistake.,No comments found
21738,Improvement,Unassigned,Andrej Vano,4.10.0,4.11.0,2025-02-13T10:21:17+0000,1739442077,2025-02-25T15:07:47+0000,2025-02-25T15:07:44+0000,"Looking at the various producers in camel-kubernetes components, it seems that there is no common approach for listing the resources when it comes to namespaced resources.
If the CamelKubernetesNamespaceName header is not present, the autowired k8s client uses:
If the header CamelKubernetesNamespaceName is not present, some producers will just list in the current namespace, some list in all namespaces - these don't require the namespace header at all. but then there are some that are switching between ns/cluster based on the header.
It would be good to unify the approach.",No comments found
21737,Bug,Unassigned,Andrej Vano,4.10.0,"4.10.1,4.11.0",2025-02-12T08:35:18+0000,1739349318,2025-02-17T09:54:58+0000,2025-02-17T09:54:58+0000,"Calls such as these are not working as expected, as you need to assign the return value of .withLabel back to w - this results in the query parameters being ignored.",No comments found
21736,Improvement,Unassigned,Luis Sergio Faria Carneiro,None,4.x,2025-02-11T18:05:23+0000,1739297123,2025-02-19T11:10:37+0000,,"As I developer I would like to use the Google BigQuery SQL Standard component to fetch data from Google Big Query.
Currently, when I run an Integration with the following snippet:
I get the number of rows selected in the message body after the component runs,  but not the data.
The docs mention that we currently support only DML queries, so I'm opening this as a feature request;",No comments found
21735,Bug,Claus Ibsen,Luis Sergio Faria Carneiro,4.8.0,4.11.0,2025-02-10T17:44:50+0000,1739209490,2025-02-16T09:57:27+0000,2025-02-16T09:57:27+0000,"I'm trying to use the MongoDB component within a Camel K integration. And the code is as following:
Although the connection parameters are set, I see component trying to connect to 127.0.0.1:27017.
Debugging the source code and checking the log, I see the component is using an autowired client which is configured to localhost instead of creating a new client from my parameters.
I haven't configured any beans.
But anyways, shoudn't the endpoint parameters take precedence over any pre-configured bean which I'm not even aware of?",No comments found
21734,Improvement,Benjamin Graf,Benjamin Graf,"4.8.3,4.9.0","4.10.1,4.11.0",2025-02-08T11:06:29+0000,1739012789,2025-02-14T19:40:51+0000,2025-02-14T19:40:51+0000,Header columns defined in CsvFormat are actually not evaluated for use of FixedColumnsMarshaller causing sometimes messed output order.,No comments found
21733,Improvement,Claus Ibsen,Claus Ibsen,None,4.11.0,2025-02-07T15:26:04+0000,1738941964,2025-02-09T11:10:21+0000,2025-02-09T11:10:21+0000,"We have SendDynamicAware for toD. And we need a counter part for Poll and PollEnrich EIP. However this is mostly for camel-ftp if you have dynamic headers in fileName.
See GenericFileSendDynamicAware",No comments found
21732,Bug,Claus Ibsen,Claus Ibsen,4.9.0,"4.10.1,4.11.0",2025-02-07T13:40:36+0000,1738935636,2025-02-14T19:40:21+0000,2025-02-14T19:40:21+0000,https://camel.zulipchat.com/#narrow/channel/257298-camel/topic/Check.20if.20FTP.20file.20exists.20mid.20route,No comments found
21731,New Feature,Federico Mariani,John Cody,4.3.0,4.11.0,2025-02-07T13:04:54+0000,1738933494,2025-02-14T19:33:26+0000,2025-02-14T15:01:02+0000,"Part of the Open API specifications  allows for an externalDocs object with a description and a URI.
Currently the Java first implementation of the camel-openapi-java doesn't support this type of documentation when added to the REST Component.  It would be good to have this ability in our Open API specifications so that we could link to other documentation like a wiki or some sort of knowledge base for the API.
Here is an example of what it might look like.",No comments found
21730,Bug,Thomas Diesler,Thomas Diesler,None,"4.8.4,4.10.1,4.11.0",2025-02-06T17:05:46+0000,1738861546,2025-02-19T11:32:25+0000,2025-02-19T11:32:25+0000,"With a route like this ...
on export I get ...
The issue seems to be that export is calling KameletMain.doStart() by which the referenced resources have not been copied.",No comments found
21729,Improvement,Claus Ibsen,Claus Ibsen,None,"4.10.1,4.11.0",2025-02-06T10:56:36+0000,1738839396,2025-02-14T19:39:53+0000,2025-02-14T19:39:53+0000,"To try to update the existing pom.xml by adding/remove camel dependencies.
However its a bit tricky as as the pom may use BOM or not. And the file can be formatted in a user speicific way. So we either rewrite the pom as maven would do, or try to respect the current format, and do some search/replace magic.",No comments found
21728,Improvement,Claus Ibsen,Claus Ibsen,None,4.10.0,2025-02-05T20:14:30+0000,1738786470,2025-02-06T09:22:53+0000,2025-02-06T09:22:53+0000,Like we have in Split EIP with onPrepare - You may want to loop and then do a deep copy of the exchange for each loop to ensure there are no side-effect from previous loop iteration. As a copy is shallow copy by default.,No comments found
21727,Task,Claus Ibsen,Claus Ibsen,None,"4.8.4,4.10.0",2025-02-05T19:21:53+0000,1738783313,2025-02-05T19:55:20+0000,2025-02-05T19:55:20+0000,The loop EIP is intended for looping a reasonable number of times. Don't loop 100.000+ as this impact performance as call traces become higher in the JVM,No comments found
21726,New Feature,Zineb Bendhiba,Zineb Bendhiba,None,4.10.0,2025-02-05T16:22:14+0000,1738772534,2025-02-06T08:19:03+0000,2025-02-06T08:19:03+0000,"Since there was some work done for similarity search and RAG embeddings for both Qdrant and Neoj camel AI components, I'd like to add some Chat models so that I could work on some kamelets for naive RAG with Camel AI components
This will serve this GH issue https://github.com/apache/camel-kamelets/issues/2247",No comments found
21725,Improvement,Claus Ibsen,Claus Ibsen,None,4.10.0,2025-02-05T14:54:23+0000,1738767263,2025-02-06T06:48:37+0000,2025-02-06T06:48:37+0000,"For users on maven based projects, then its a hazzle to keep updating pom.xml with new depencencies when you add new camel routes and forgot that it uses a new component or something.",No comments found
21724,Bug,Unassigned,Patricia,4.9.0,None,2025-02-05T14:25:57+0000,1738765557,2025-02-10T06:41:31+0000,2025-02-10T06:41:31+0000,"I am experiencing an issue when trying to connect to my SFTP server using a private key string. When I specify the absolute path to my private key file in the ""privateKeyFile"" parameter, the connection works correctly. However, if I attempt to use a string containing my private key in the ""privateKey"" parameter, I am unable to establish a connection.
Attempts to Resolve:
None of these methods have worked.
Additional Information:
Is there a certain way this private key has to be formatted for this ""privateKey"" parameter to work?
Thanks beforehand",No comments found
21723,New Feature,John Poth,John Poth,None,"4.10.1,4.11.0",2025-02-05T14:06:03+0000,1738764363,2025-02-15T13:18:51+0000,2025-02-14T19:47:42+0000,"It'd be cool to have an edit command in the camel-jbang shell to edit routes. Maybe something with
https://github.com/jledit/jledit + https://github.com/camel-tooling/camel-language-server",No comments found
21722,Improvement,Unassigned,Claus Ibsen,None,4.11.0,2025-02-05T12:42:00+0000,1738759320,2025-02-05T12:42:00+0000,,"We should make it possible to enable capturing attachments details in the tracer. This can assist trouble shooting and tooling to show details.
Attachments can contain headers, and data (name, content-type) such as emails with attached files, or HTTP post with form-data etc.
The trace/debug command in jbang could also be improved to show attachment data.",No comments found
21721,Bug,Jiri Ondrusek,Jiri Ondrusek,4.10.0,4.10.0,2025-02-05T12:37:16+0000,1738759036,2025-02-05T13:52:17+0000,2025-02-05T13:52:17+0000,"Current state is that the creation of the component fails, when Identity is used without (unnecessary) credentials.
There is a validation of configuration parameters in component, see the code. This validation matters only if
in case of
None of the validated parameters are required.",No comments found
21720,Bug,James Netherton,James Netherton,None,4.10.0,2025-02-05T11:49:24+0000,1738756164,2025-02-05T13:09:15+0000,2025-02-05T13:09:15+0000,"Some more details in this Camel Quarkus issue:
https://github.com/apache/camel-quarkus/issues/6955
Seems pods that are in the failed or not ready state are considered as candidates for cluster leadership when using the camel-master component.
The issue might be here:
https://github.com/apache/camel/blob/b3e263c064018ed79f4a3572233b112cef126fa7/components/camel-kubernetes/src/main/java/org/apache/camel/component/kubernetes/cluster/lock/KubernetesLeadershipController.java#L477-L483
It grabs a list of pods but does not interrogate their status.",No comments found
21719,New Feature,Zineb Bendhiba,Zineb Bendhiba,None,4.10.0,2025-02-05T10:20:27+0000,1738750827,2025-02-06T08:27:45+0000,2025-02-06T08:27:45+0000,No description available,No comments found
21718,New Feature,Zineb Bendhiba,Zineb Bendhiba,None,4.10.0,2025-02-05T10:13:00+0000,1738750380,2025-02-05T12:45:37+0000,2025-02-05T12:45:25+0000,No description available,No comments found
21717,Improvement,Claus Ibsen,Claus Ibsen,None,4.10.0,2025-02-05T08:49:58+0000,1738745398,2025-02-05T14:10:57+0000,2025-02-05T14:10:57+0000,So you can easily from groovy scripts use `attachments` in the code,No comments found
21716,Improvement,Christoph Deppisch,Christoph Deppisch,4.9.0,4.10.0,2025-02-05T08:30:05+0000,1738744205,2025-02-05T17:56:59+0000,2025-02-05T17:56:59+0000,"The Kubernetes plugin project export and run uses a hardcoded container base image (eclipse-temurin). We should allow users to customize the base image with command line options.
This is valuable when customizing base images with dedicated os architecture (e.g. arm64v8/eclipse-temurin) or when using docker registry mirrors (e.g. mirror.gcr.io/eclipse-temurin)",No comments found
21715,Bug,Christoph Deppisch,Christoph Deppisch,None,4.10.0,2025-02-04T18:20:19+0000,1738693219,2025-02-06T08:49:34+0000,2025-02-06T08:49:34+0000,"With https://issues.apache.org/jira/browse/CAMEL-21452 some classes in the camel-test-infra-common have been moved from src/test/java to src/main/java so dependent modules need to switch the Maven dependency from type=test-jar to a normal dependency. The camel-jbang-plugin-kubernetes is a good example it has
but it needs to remove
So we need to go through the modules that depend on camel-test-infra-common and see if we need test-jar + normal jar dependency in Maven POMs",No comments found
21714,Improvement,Freeman Yue Fang,Freeman Yue Fang,"4.8.3,4.9.0","4.8.4,4.10.0",2025-02-04T16:52:06+0000,1738687926,2025-02-04T17:25:31+0000,2025-02-04T17:25:31+0000,"For example the exception like
is caught but ignored without a DEBUG level log, which wasn't this case in CAMEL 2.x",No comments found
21713,Bug,Unassigned,Jiri Ondrusek,None,4.10.0,2025-02-04T16:49:58+0000,1738687798,2025-02-05T12:51:18+0000,2025-02-05T06:00:23+0000,"I noticed (when extending test coverage for aws-secret-manager in camel-qurkus), that the  reload task `CloudTrailReloadTriggerTask` in aws-secret-manager is not using  url override. Without this parameter, the testing with a docker image is not possible. (the properties function of the component is using this parameter, therefore I think this is just missing code)",No comments found
21712,Improvement,Unassigned,Mikael Andersson Wigander,None,4.11.0,2025-02-04T15:33:05+0000,1738683185,2025-02-17T08:41:27+0000,2025-02-16T12:49:21+0000,"Current Oauth2 support is not supporting RFC8707 where a Resource Indicator is required as part of Oauth2 payload.
To be compliant an additional argument to the component would indicate a value to be used for the resource indicator argument in payload together with client_credentials.
https://www.rfc-editor.org/rfc/rfc8707",No comments found
21711,Improvement,Claus Ibsen,Claus Ibsen,None,4.10.0,2025-02-04T15:25:58+0000,1738682758,2025-02-05T05:58:27+0000,2025-02-05T05:58:27+0000,"If you do a log with ${body} and have a file attachment that is binary data such as a png then its better to load the byte array and store as string, instead of having a JDK read error due to attempt to convert to UTF-8 and have some MalformedIOException",No comments found
21710,Improvement,Claudio Miranda,Claudio Miranda,4.9.0,4.11.0,2025-02-04T14:52:58+0000,1738680778,2025-02-24T18:11:59+0000,,"When running ""camel kubernetes run file.java"" there may be many parameters to set accordingly to the cluster the user is currently connected to, so this enhancement request is to automatically detect the cluster and set the basic options to build and push the image and to deploy the kubernetes manifests.
The goal is be able to use ""camel kubernetes run file.java"" and the automatic options take care of the correct configurations. There should be a new parameter to ""camel kubernetes run --auto-disable"" to disable this automation and let the user set the desired parameters. Also, if the user sets any parameter that is set by the automation, then the automation is disabled.
As there could be many different ways to build and push the container images to the image registry we want to cover some basic scenarios to build and deploy to kubernetes.
These are examples of building and deploying images and manifest that should be simplified with this proposal.
1. minikube with docker-env
In this case when using minikube with ""eval $(minikube docker-env)"" these are the parameters to make it work
2. Openshift with S2I
3. Kind",No comments found
21709,Improvement,Claus Ibsen,Aurélien Pupier,4.9.0,4.10.0,2025-02-04T13:38:34+0000,1738676314,2025-02-05T14:49:29+0000,2025-02-05T14:49:29+0000,"currently, using `jbang '-Dcamel.jbang.version=4.10.0-SNAPSHOT' camel@apache/camel init demo.camel.yaml` generates:
The request is to generate:",No comments found
21708,Improvement,Claus Ibsen,Claus Ibsen,None,4.10.0,2025-02-04T11:44:24+0000,1738669464,2025-02-05T12:55:31+0000,2025-02-05T12:55:31+0000,The default mime-types in jakarta activation is very limited,No comments found
21707,Bug,Unassigned,Marco Carletti,4.10.0,4.11.0,2025-02-04T10:29:22+0000,1738664962,2025-02-18T10:14:05+0000,2025-02-18T10:14:05+0000,"on main branch run:
the stack trace is
or
even if this second method depends on the local environment and it may work",No comments found
21706,Improvement,Christoph Deppisch,Christoph Deppisch,4.9.0,4.10.0,2025-02-04T09:00:00+0000,1738659600,2025-02-05T05:59:56+0000,2025-02-05T05:59:56+0000,"The quiet mode in JBang Kubernetes run command is not really quiet. Still there is a lot of command output printed to the console when using --quiet option.
Also, we should not print verbose Maven build output by default even if quiet mode is disabled. Think of introducing a --verbose option that enables the Maven build output.",No comments found
21705,New Feature,Unassigned,Vincent Sevel,None,None,2025-02-03T16:36:26+0000,1738600586,2025-02-10T08:46:59+0000,,"this proposes to support quarkus-artemis-ra as a mean to connect to artemis servers using sjms or sjms2 in quarkus infused camel applications.
some context:
on our quarkus applications we have settled on quarkus-artemis-ra to access artemis servers, for the following reasons: managed listener, automatic rebalancing connections, native support for pooling
I have tried this extension with sjms end sjms2 in a camel route, but failed to do so because of forbidden methods setExceptionListener and setMessageListener
Caused by: jakarta.jms.IllegalStateException: This method is not applicable inside the application server. See the J2EE spec, e.g. J2EE1.4 Section 6.6
        at org.apache.activemq.artemis.ra.ActiveMQRASessionFactoryImpl.setExceptionListener(ActiveMQRASessionFactoryImpl.java:534)
        at org.apache.camel.component.sjms.consumer.SimpleMessageListenerContainer.createConnection(SimpleMessageListenerContainer.java:307)
        at org.apache.camel.component.sjms.consumer.SimpleMessageListenerContainer.doStart(SimpleMessageListenerContainer.java:228)
        at org.apache.camel.support.service.BaseService.start(BaseService.java:123)
        ... 35 more
and
Caused by: jakarta.jms.IllegalStateException: This method is not applicable inside the application server. See the J2EE spec, e.g. J2EE1.4 Section 6.6
        at org.apache.activemq.artemis.ra.ActiveMQRASession.checkStrict(ActiveMQRASession.java:1311)
        at org.apache.activemq.artemis.ra.ActiveMQRAMessageConsumer.setMessageListener(ActiveMQRAMessageConsumer.java:118)
        at org.apache.camel.component.sjms.consumer.SimpleMessageListenerContainer.configureConsumer(SimpleMessageListenerContainer.java:127)
        at org.apache.camel.component.sjms.consumer.SimpleMessageListenerContainer.initConsumers(SimpleMessageListenerContainer.java:258)
        at org.apache.camel.component.sjms.consumer.SimpleMessageListenerContainer.doStart(SimpleMessageListenerContainer.java:229)
        at org.apache.camel.support.service.BaseService.start(BaseService.java:123)
it is interesting to note that the ra can be used ith sjms/sjms2 in a camel route if only publishing. but it is not possible to consume from jms.
it would be nice to have some alignment between quarkus and camel with respect to accessing artemis servers through the RA.
however the artemis ra can be used with the original jms connector, which has the following drawbacks: it drags some spring libraries in the quarkus app, sjms and sjms2 are said to have perf improvements compared to the jms connector.
if using sjms and sjms2 it is possible to use the other extension quarkus-artemis-jms, but it requires to add quarkus-pooled-jms to allow connection pooling, but the main drawback is that quarkus applications that want to use classic jms with the ra, plus a camel route, would have to use 2 sets of extensions to access artemis. fron a maintenance standpoint it is better if we can settle on 1 single extension. i.e. quarkus-artemis-ra
some other issues have been fixed, which could have been avoided if a sjms implementation support directly the ra:
quarkus-artemis-ra is a sophisticated and feature proof approach to allow dealing with artemis servers. it would be nice to allow using it natively in camel routes inside quarkus applications.",No comments found
21704,Bug,Claus Ibsen,Claus Ibsen,None,4.10.0,2025-02-03T15:45:22+0000,1738597522,2025-02-03T19:52:31+0000,2025-02-03T19:52:31+0000,No description available,No comments found
21703,Improvement,Claus Ibsen,Claus Ibsen,None,4.10.0,2025-02-03T15:02:12+0000,1738594932,2025-02-05T05:59:04+0000,2025-02-05T05:59:04+0000,"It may be good if we can make some extra functions to simple via camel-attachments, so you can easily check if there are attachments, and what names they are etc.",No comments found
21702,Bug,Gaelle Fournier,Dominik Jelinek,"4.8.3,4.9.0,4.10.0",4.10.0,2025-02-03T13:59:14+0000,1738591154,2025-02-05T05:59:26+0000,2025-02-05T05:59:26+0000,"for a deployment I've used, which is working fine and route is deployed and logs are running
then I would like to delete a deployment using:
content of `.camel-jbang-run/demoroute/target/kubernetes`",No comments found
21701,Improvement,Federico Mariani,Claus Ibsen,None,4.10.0,2025-02-03T13:03:16+0000,1738587796,2025-02-04T12:44:37+0000,2025-02-04T12:44:36+0000,"If you upload file via POST multipart/form-data then you have the file as attachments and a null message body.
We should add an option to make it easy to store the file in the body and the name of the file as CamelFileName - this should only be for a single file upload. But to make this easier than working with attachments.",No comments found
21700,Improvement,Claus Ibsen,Claus Ibsen,None,4.10.0,2025-02-03T10:24:33+0000,1738578273,2025-02-03T20:10:53+0000,2025-02-03T20:10:53+0000,"We should make platform-http able to handle file uploads as multipart/form by default. This requires to turn it on in -vertx.
Also make configuring this easier as its on a special bodyHandler configuration currently.",No comments found
21699,Improvement,Claus Ibsen,Claus Ibsen,None,4.10.0,2025-02-01T15:34:21+0000,1738424061,2025-02-03T08:32:56+0000,2025-02-03T08:32:56+0000,"Added TODO in  KafkaRecordBatchingProcessor
We should make the onCompletion able to deal with this without the message body must be kept as List<Exchange>. So users can split and whatelse transformation they do in the route.",No comments found
21698,Task,Unassigned,Claus Ibsen,4.10.0,4.x,2025-02-01T10:25:36+0000,1738405536,2025-02-18T08:21:07+0000,2025-02-18T08:21:07+0000,,No comments found
21697,Improvement,Claus Ibsen,Claus Ibsen,None,4.10.0,2025-02-01T08:24:43+0000,1738398283,2025-02-01T10:52:19+0000,2025-02-01T10:52:19+0000,We should use the Camel standard for naming headers.,No comments found
21696,New Feature,Zineb Bendhiba,Zineb Bendhiba,None,4.11.0,2025-01-31T19:44:27+0000,1738352667,2025-02-26T10:16:29+0000,,"When retrieving embeddings with similarity search, they need to be decoded back to String
This is for RAG",No comments found
21695,Improvement,Claudio Miranda,Claudio Miranda,None,4.10.0,2025-01-31T14:58:28+0000,1738335508,2025-02-03T10:39:00+0000,2025-02-03T10:39:00+0000,"The camel-jbang-plugin-k is scheduled to be removed from camel-jbang 4.10, there are many remaining traces from camel-k in camel-jbang:",No comments found
21694,Bug,Claus Ibsen,Claus Ibsen,4.10.0,4.10.0,2025-01-31T13:17:11+0000,1738329431,2025-01-31T19:13:08+0000,2025-01-31T19:13:08+0000,If you try to export to 4.8.3 with camel-main runtime then it fails etc.,No comments found
21693,Task,Unassigned,Claus Ibsen,None,4.x,2025-01-31T10:08:14+0000,1738318094,2025-02-03T08:52:26+0000,,"camel-jbang was created during v3 and we have some older code that checks for some v3 stuff.
We can remove this and make camel-jbang v4 only.",No comments found
21692,Bug,Claus Ibsen,Marco Carletti,"4.9.0,4.10.0",4.10.0,2025-01-31T09:27:01+0000,1738315621,2025-01-31T10:04:38+0000,2025-01-31T09:54:45+0000,"Running the open-api-contract-first example as explained in the README file won't work
this is the response (with unexpected body):
the response expected contains the body from the mock so",No comments found
21691,Improvement,Claus Ibsen,Claus Ibsen,None,4.10.0,2025-01-31T09:13:22+0000,1738314802,2025-02-12T14:59:50+0000,2025-02-03T11:28:35+0000,"To make it possible to trigger batch when either hits first
This allows to ensure batches can be processed in case there are no new messages or they are sent very slowly",No comments found
21690,Bug,Christoph Deppisch,Christoph Deppisch,4.9.0,4.10.0,2025-01-31T08:34:11+0000,1738312451,2025-02-01T08:21:29+0000,2025-02-01T08:21:29+0000,"The Camel JBang Kubernetes run command provides the option to automatically push the built container image to the Kubernetes image registry (--image-push=true)
This option has no effect. Even if set to true the exported project has the option
and the image push is skipped.
Also, the --image-push option is set to false as a default value. I'd suggest to set this to true by default as almost all Kubernetes run commands need to push the container image. Otherwise the Kubernetes Deployment will not be able to pull the container image from the registry (on Minikube, Kind, OpenShift, etc.) and the deployment is failing.",No comments found
21689,Task,Claus Ibsen,Manjunath S Horapeti,4.8.3,"4.8.4,4.10.0",2025-01-30T20:02:58+0000,1738267378,2025-01-31T09:14:04+0000,2025-01-31T09:14:04+0000,"Hi Team,
 
I'm reaching out regarding the understanding of behaviour of ""pollTimeoutMs"" and the discrepancy observed.
As per the documentation above from the camel kafka component page (https://camel.apache.org/components/4.8.x/kafka-component.html#_batching_consumer) 4.8.x version, the pollTimeoutMs works in tandem with ""maxPollRecords"", to either poll ""maxPollRecords"" or block for a maximum of ""pollTimeOutMs"".
But the behaviour observed was that the camel route kept waiting until ""maxPollRecords"" count was reached and then processed further.
 
For example: our route is as follows
This route always waits until 50000 records are present in the topic and then proceeds further and ignoring pollTimeoutMs of 10000 (10 seconds). i.e. if the producer is producing messages at a rate of 50-100 msgs per second, then application waits for nearly 500-1000 seconds before proceeding further that is until 50000 record count is met.
 
We believe that the below code mentioned in the ""KafkaRecordBatchingProcessor"" is never executed as there is always one or two messages in poll. and hence method - ""hasExpiredRecords"" with condition consumerRecords.isEmpty() is always false.
We believe this is making the application wait until maxPollRecords (50000) is reached and then proceed further.

Definition of ""hasExpiredRecords()""
Can you please help us by letting us know if the above behaviour is as expected and if so then can you let us know how to pull Y messages from the topic or write whatever messages are received within X seconds? (exact behaviour mentioned in the above Batching Consumer documentation). 
 
Thanks in advance.",No comments found
21688,Improvement,Claus Ibsen,Pasquale Congiusti,4.9.0,4.10.0,2025-01-30T16:02:06+0000,1738252926,2025-01-31T08:50:58+0000,2025-01-31T08:50:58+0000,"When you create a simple Camel application (eg, a timer to log), then, the export is not able to run properly:
Apparently the regression is caused by the fact that, previously, we always embedded some dependency that enabled a web server. This is not happening now, so, we need to find a way to keep the application running regardless the presence of a web dependency or not.",No comments found
21687,Bug,Claus Ibsen,Claus Ibsen,4.8.3,"4.8.4,4.10.0",2025-01-30T15:41:51+0000,1738251711,2025-01-30T16:14:36+0000,2025-01-30T16:14:36+0000,https://camel.zulipchat.com/#narrow/channel/257302-camel-quarkus/topic/transaction.20with.20quarkus,No comments found
21686,Bug,Thomas Diesler,Thomas Diesler,4.9.0,4.10.0,2025-01-30T15:00:45+0000,1738249245,2025-01-31T13:18:19+0000,2025-01-31T13:18:12+0000,,No comments found
21685,Improvement,Claus Ibsen,Claus Ibsen,None,4.10.0,2025-01-30T13:04:32+0000,1738242272,2025-01-30T15:17:06+0000,2025-01-30T15:17:06+0000,"The modeline was an experiment from camel-k for cramming everyting into a single file, and instruct the kamel cli to append args (modeline) when you type kamel run.
We should deprecate modeline we have in camel-yaml-dsl / camel-dsl-modeline and make Camel do a WARN log when starting if modeline are in use.
We do the same for the deprecated kebab-case in YAML DSL.",No comments found
21684,Bug,Claus Ibsen,Claus Ibsen,4.5.0,"4.8.4,4.10.0",2025-01-29T19:25:50+0000,1738178750,2025-01-29T19:29:12+0000,2025-01-29T19:29:12+0000,Due to optimization from CAMEL-20520 then when the api is requested later with x-forward headers then they don't change the returned data because its pre build and cached.,No comments found
21683,Improvement,Federico Mariani,Federico Mariani,None,4.10.0,2025-01-29T15:21:00+0000,1738164060,2025-01-31T06:58:51+0000,2025-01-31T06:58:51+0000,"Right now, Cxf Services (SOAP) can be configured via CxfEndpoint myEndpoint, from(""cxf:bean:myEndpoint"")...
The CxfRs follows another strategy that may break the interoperability with Cxf SOAP services, moreover, it would be nice to have the CXFs behaviour aligned.",No comments found
21682,Improvement,Andrea Cosentino,Andrea Cosentino,None,4.10.0,2025-01-29T14:06:33+0000,1738159593,2025-01-30T10:28:00+0000,2025-01-30T10:28:00+0000,No description available,No comments found
21681,Dependency upgrade,James Netherton,Claus Ibsen,None,4.10.0,2025-01-29T14:04:15+0000,1738159455,2025-01-29T15:20:55+0000,2025-01-29T15:20:55+0000,No description available,No comments found
21680,Improvement,Andrea Cosentino,Andrea Cosentino,None,4.10.0,2025-01-29T13:18:25+0000,1738156705,2025-01-29T14:49:23+0000,2025-01-29T14:49:23+0000,No description available,No comments found
21679,Improvement,James Netherton,James Netherton,None,4.10.0,2025-01-29T11:58:57+0000,1738151937,2025-01-29T13:12:21+0000,2025-01-29T13:12:21+0000,"When using a custom ServiceBus client, the configuration validation logic in ServiceBusComponent is not quite correct. It checks to see if both the senderClient and processorClient options have been provided before validating if the connectionString or fullyQualifiedNamespace options are set.
https://github.com/apache/camel/blob/557b7ff166a754dcdd34997d56648de8f78b5dcb/components/camel-azure/camel-azure-servicebus/src/main/java/org/apache/camel/component/azure/servicebus/ServiceBusComponent.java#L90-L98
However, if you're configuring the ServiceBus consumer, it only makes sense to specify the processorClient. Likewise, if you're configuring the servicebus producer, only the senderClient is relevant. You'd never supply both client options unless they get autowired.",No comments found
21678,Improvement,Andrea Cosentino,Andrea Cosentino,None,4.10.0,2025-01-29T11:06:14+0000,1738148774,2025-01-30T16:00:44+0000,2025-01-30T16:00:44+0000,Like CAMEL-20971,No comments found
21677,Improvement,Pasquale Congiusti,Pasquale Congiusti,None,4.10.0,2025-01-29T10:16:31+0000,1738145791,2025-01-31T09:39:35+0000,2025-01-31T09:39:32+0000,We should make the exception to leverage the endpoint object for a better usage of internal logging mechanisms.,No comments found
21676,Task,Claus Ibsen,Jiri Ondrusek,4.10.0,4.10.0,2025-01-29T09:46:57+0000,1738144017,2025-01-30T08:27:59+0000,2025-01-29T13:53:59+0000,"When adapting the latest bits of Camel 4.10 by camel-quarkus, NPE error was discovered when running kamelet tests.
Here is a failure in the nightly build - CI
Problem seems to be happening when kamelet is loaded as XML. Its route definition is not initialized properly and causes a NPE in
If the kamelet it rewriten into YAML, error goes away.
I think that error was introduced by this commit.",No comments found
21675,Improvement,Unassigned,Claus Ibsen,None,4.10.0,2025-01-29T09:37:02+0000,1738143422,2025-01-29T10:28:58+0000,2025-01-29T10:28:58+0000,No description available,No comments found
21674,Task,Unassigned,Otavio Rodolfo Piske,4.9.0,4.x,2025-01-29T07:17:06+0000,1738135026,2025-01-29T10:24:22+0000,,"The way we document the dependency that users have to add is not consistent in the documentation. Sometimes it appears on the top. Sometimes in a ""Dependencies"" section at the bottom. Sometimes it is not present at all.
We should make this consistent.",No comments found
